ID;SHOP_ID;NAME;SECTION
1096;220;T-shirt sportowy;Odzież sportowa
1097;220;Bluza treningowa;Odzież sportowa
1098;220;Buty do biegania;Obuwie
1099;220;Czapka sportowa;Akcesoria fitness
1100;220;Torba sportowa;Akcesoria fitness
1101;191;Używany iPhone 12 128GB;Używane smartfony
1102;191;Etui ochronne do smartfona;Akcesoria do telefonów i tabletów
1103;191;Szkło hartowane premium;Akcesoria do telefonów i tabletów
1104;191;Usługa zabezpieczenia ekranu;Usługi zabezpieczenia urządzeń
1105;191;Diagnostyka telefonu;Usługi zabezpieczenia urządzeń
1106;192;Sneakersy Street Flex;Obuwie sportowe i sneakersy
1107;192;Bluza streetwear Oversize;Odzież streetwear / casual
1108;192;T-shirt logo Casual;Odzież streetwear / casual
1109;192;Czapka z daszkiem Urban;Akcesoria modowe
1110;192;Plecak miejski Classic;Akcesoria modowe
1111;193;Kiełbasa swojska tradycyjna;Wędliny i mięso
1112;193;Pierogi mięsne domowe;Garmażerka i produkty mięsne
1113;193;Pasztet wiejski;Garmażerka i produkty mięsne
1114;193;Boczek wędzony;Wędliny i mięso
1115;193;Smalec domowy;Artykuły spożywcze lokalne
1116;194;Buty sportowe Go Run;Obuwie sportowe i lifestyle
1117;194;Sneakersy miejskie Comfort;Obuwie damskie
1118;194;Półbuty męskie Slip-On;Obuwie męskie
1119;194;Buty dziecięce LightStep;Obuwie dziecięce
1120;194;Wkładki komfortowe Memory;Akcesoria obuwnicze
1121;195;Bluza dziecięca Cotton;Odzież dziecięca
1122;195;Buty niemowlęce Soft Walk;Obuwie dziecięce
1123;195;Zabawka edukacyjna Sorter;Zabawki
1124;195;Plecak szkolny Junior;Artykuły szkolne
1125;195;Wózek spacerowy Compact;Wyposażenie dla niemowląt
1126;196;Sneakersy lifestyle Icon;Obuwie sportowe i lifestyle
1127;196;Bluza hoodie Street;Odzież uliczna / streetwear
1128;196;Koszulka oversize Graphic;Odzież uliczna / streetwear
1129;196;Czapka zimowa Logo;Akcesoria
1130;196;Plecak miejski Sport;Akcesoria
1131;197;E-papieros Starter Kit;E-papierosy i akcesoria
1132;197;Liquid owocowy 10 ml;Liquidy
1133;197;Grzałka do e-papierosa;Akcesoria do palenia
1134;197;Bateria do e-papierosa;E-papierosy i akcesoria
1135;197;Ustnik wymienny;Akcesoria do palenia
1136;198;Koszulka meczowa Lech;Odzież kibicowska
1137;198;Szalik klubowy Lech Poznań;Szaliki kibica
1138;198;Czapka zimowa kibica;Czapki kibica
1139;198;Kubek klubowy Lech;Gadżety klubowe
1140;198;Brelok herb Lecha;Pamiątki klubowe
1141;199;Sukienka wizytowa Elegant;Sukienki damskie
1142;199;Garnitur damski Classic;Garnitury damskie
1143;199;Bluzka casual Soft;Moda damska
1144;199;Spódnica ołówkowa;Moda damska
1145;199;Pasek damski skórzany;Akcesoria i dodatki
1146;200;Sukienka trendowa Mini;Moda damska
1147;200;Bluzka satynowa Trend;Moda damska
1148;200;Spodnie palazzo;Moda damska
1149;200;Torebka mini Crossbody;Dodatki
1150;200;Kolczyki fashion;Akcesoria
1151;231;Garnitur męski klasyczny;Garnitury
1152;231;Koszula wizytowa męska;Koszule
1153;231;Sukienka elegancka damska;Moda damska
1154;231;Krawat jedwabny;Dodatki
1155;231;Pasek skórzany;Dodatki
1156;232;Pierścionek złoty;Pierścionki
1157;232;Łańcuszek srebrny;Łańcuszki
1158;232;Zegarek męski klasyczny;Zegarki
1159;232;Bransoletka damska;Bransoletki
1160;232;Ekskluzywne etui na biżuterię;Akcesoria
1161;233;Torebka skórzana damska;Torebki
1162;233;Portfel męski skórzany;Portfele
1163;233;Pasek skórzany męski;Paski
1164;233;Walizka kabinowa skórzana;Walizki
1165;233;Etui na dokumenty;Akcesoria skórzane
1166;234;Buty damskie skórzane;Obuwie damskie
1167;234;Buty męskie skórzane;Obuwie męskie
1168;234;Torba skórzana;Torby / galanteria
1169;234;Pasek skórzany;Akcesoria
1170;234;Portfel skórzany;Akcesoria
1171;235;Zestaw prezentowy;Prezenty
1172;235;Kartka okolicznościowa;Karty okolicznościowe
1173;235;Świeczka dekoracyjna;Prezenty / dodatki
1174;235;Pióro wieczne;Prezenty / gadżety
1175;235;Torebka prezentowa;Dodatki upominkowe
1176;236;Miód regionalny;Produkty spożywcze
1177;236;Przyprawy ekologiczne;Produkty spożywcze
1178;236;Sos włoski;Produkty spożywcze
1179;236;Zestaw degustacyjny;Regionalne smaki
1180;236;Lunch box restauracyjny;Food spot / restauracja
1181;237;Koszula klasyczna męska;Koszule
1182;237;Spodnie materiałowe męskie;Odzież męska
1183;237;Sweter wełniany męski;Odzież męska
1184;237;Blazer męski;Garnitury
1185;237;Pasek skórzany męski;Akcesoria
1186;238;Świeca zapachowa waniliowa;Świeczki zapachowe
1187;238;Aromat do domu Lawenda;Aromaty do domu
1188;238;Zapalniczka dekoracyjna;Akcesoria zapachowe
1189;238;Zestaw świec sojowych;Świeczki zapachowe
1190;238;Świeca zapachowa jabłko-cynamon;Świeczki zapachowe
1191;239;Pierścionek złoty;Pierścionki
1192;239;Bransoletka srebrna;Bransoletki
1193;239;Naszyjnik z diamentem;Naszyjniki
1194;239;Kolczyki złote;Kolczyki
1195;239;Zawieszka charms;Akcesoria
1196;240;T-shirt damski;Odzież damska
1197;240;Spodnie męskie;Odzież męska
1198;240;Kurtka dziecięca;Odzież dziecięca
1199;240;Torebka modowa;Akcesoria
1200;240;Czapka z daszkiem;Akcesoria
1201;241;Smartfon Xiaomi Mi 13;Smartfony
1202;241;Smartwatch Xiaomi Mi Band;Smartwatche
1203;241;Głośnik Bluetooth;Elektronika konsumencka
1204;241;Słuchawki bezprzewodowe;Akcesoria elektroniczne
1205;241;Ładowarka indukcyjna;Akcesoria elektroniczne
1206;242;Krem nawilżający Yves Rocher;Pielęgnacja skóry
1207;242;Perfumy damskie Yves Rocher;Perfumy
1208;242;Podkład do twarzy;Makijaż
1209;242;Żel pod prysznic;Pielęgnacja ciała
1210;242;Szampon do włosów;Pielęgnacja włosów
1211;243;Sukienka damska;Zara moda damska
1212;243;Spodnie męskie;Zara moda męska
1213;243;Bluza dziecięca;Zara moda dziecięca
1214;243;Torebka trendowa;Akcesoria trendowe
1215;243;Sneakersy sportowe;Obuwie
1216;244;Chipsy solone;Produkty codzienne
1217;244;Butelka wody mineralnej;Napoje
1218;244;Baton czekoladowy;Przekąski
1219;244;Płatki śniadaniowe;Produkty codzienne
1220;244;Kawa rozpuszczalna;Produkty codzienne
1221;245;Krem do twarzy Ziaja;Pielęgnacja skóry
1222;245;Żel pod prysznic;Pielęgnacja ciała
1223;245;Krem pod oczy;Dermokosmetyki
1224;245;Mleczko do ciała naturalne;Produkty naturalne
1225;245;Peeling do twarzy;Pielęgnacja skóry
1226;246;Zegarek klasyczny męski;Zegarki
1227;246;Zegarek damski sportowy;Zegarki
1228;246;Bransoletka do zegarka;Akcesoria do zegarków
1229;246;Etapers do zegarków;Akcesoria do zegarków
1230;246;Pasek skórzany do zegarka;Akcesoria do zegarków
